entityId,Data_Release,Id,type,CDS_Release,IDC_Release,Component,channel_metadata_version,channel_metadata_synapseId
syn25218210,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25230601,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25211105,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25221773,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202728,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25231924,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25216917,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25229569,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25209627,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205617,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25212171,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25217699,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25207619,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25230155,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25215803,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25008858,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25208117,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25216500,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25209301,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25213816,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25008883,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25218716,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25227699,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205806,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25233804,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25210222,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25219755,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25209100,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203710,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25222001,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25214913,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25223243,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25222158,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25215056,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25214693,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25613944,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202748,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202768,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202832,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203095,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203227,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203430,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203444,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203715,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203778,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203807,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203888,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204038,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204046,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204048,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204158,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204182,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204221,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204359,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204433,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204576,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204623,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204640,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204857,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204883,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204916,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204943,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205025,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205179,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205183,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205188,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205425,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205465,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205482,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205589,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205672,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205772,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205892,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205952,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245104,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245196,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245265,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245371,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245422,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827596,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827584,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827631,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827772,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827752,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245087,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25216647,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25221965,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204171,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204505,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25227767,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202977,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25218357,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25222041,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204818,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25231996,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203747,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25214245,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25215132,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25233535,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25211848,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25214239,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25226574,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25227457,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25222421,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25206721,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202706,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25217340,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204854,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25230120,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25230741,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205643,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25232043,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203109,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25229301,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202950,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25211624,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25222714,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25221826,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25219371,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205826,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205580,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25216543,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25209052,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203059,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25231861,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25231235,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25230523,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25217289,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25234169,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25212678,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204186,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205153,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25220116,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25214271,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25213691,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25220412,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25212942,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25206823,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25230505,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25214992,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25210596,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203958,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25228381,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25212405,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205598,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205420,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25220784,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25228340,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25224883,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25210573,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25214559,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25222482,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205636,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203948,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25224759,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25221726,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25225844,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204147,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25207980,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25219788,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203121,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25225101,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25208260,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202922,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203834,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25231689,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203479,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25218671,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25215270,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203481,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25210009,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204884,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25208421,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25228282,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25218472,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25225722,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25231326,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25233599,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203053,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25228593,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25223857,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25229199,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204071,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25230300,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25209343,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25228565,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25213463,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203534,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25216627,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25231053,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25226995,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202630,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205173,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25232527,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25224288,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25207911,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25217165,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25226512,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203181,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25232945,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25225887,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202692,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203384,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203288,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25210663,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25222743,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25225738,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25215093,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25213524,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25214006,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25218628,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25613848,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn26530914,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn26136383,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn26136485,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25009003,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202877,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202884,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203222,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203243,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203522,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203560,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203601,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203949,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203954,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204172,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204205,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204336,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204424,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204510,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204514,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204680,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204969,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204997,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205044,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205299,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205343,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205890,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245082,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245113,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245149,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245155,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245198,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245200,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245231,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245251,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245375,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827635,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827728,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827624,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827522,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827759,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24827644,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245212,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245120,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245122,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn24245063,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25210312,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25221197,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204442,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25233970,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204290,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203423,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25220752,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205422,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25227332,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25218288,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25210884,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25210788,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25218812,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25220088,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25229767,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25225542,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25213333,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25217082,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25212094,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25213652,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202668,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202602,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204139,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25224234,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25213015,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25222431,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25216449,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205550,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25207845,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203471,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25226304,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25206856,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25206728,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25222844,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25206784,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25224049,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204348,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25234324,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204107,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202722,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25229929,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25225185,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25226147,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25215734,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25229333,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25208380,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25212643,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25217218,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205863,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25225703,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25227557,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25219739,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25226724,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25227674,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25230282,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25229692,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25202652,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25218982,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25228656,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203077,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25224771,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25233409,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25233776,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25226965,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25234242,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25221325,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25205028,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25234062,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25221582,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25208079,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25228948,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25223066,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25204307,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25203642,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
syn25214095,Release 2.0,,file,v22.6.1.seq,,ScRNA-seqLevel1,,
